Attack,Defense,Sp.Atk,Sp.Def,Speed,HP,Legendary
-20,-5,-20,0,15,0,0
83,52,85,57,39,76,1
26,24,-6,36,35,5,0
38,23,33,18,66,15,0
-55,-25,-50,-20,0,-60,1
-30,-15,60,15,25,-40,0
45,25,90,90,40,45,0
70,30,40,80,20,10,0
35,-43,-5,0,18,10,0
-22,-54,23,-49,79,34,0
20,-45,5,30,20,25,0
50,16,0,-4,65,15,0
105,55,75,55,80,-5,1
-8,-62,22,-12,53,5,0
5,80,30,23,48,31,1
15,14,20,14,56,15,0
24,48,29,35,35,33,0
62,-15,-30,-40,27,25,0
40,-15,15,15,0,-10,0
65,10,15,25,40,52,0
7,27,78,78,50,50,0
-11,5,-11,5,15,-5,0
-40,21,35,25,4,-5,1
0,-10,46,7,20,7,0
70,35,35,40,50,25,0
30,-8,45,-13,46,0,0
35,15,45,10,-57,17,0
75,63,20,-2,-50,40,0
3,15,-13,35,45,10,0
-50,10,-5,20,0,-8,0
5,-26,-25,-21,30,-15,0
74,50,54,10,-45,12,0
-43,-69,-39,-17,11,-24,0
32,42,122,42,57,-35,0
-13,-10,-3,-10,5,-10,0
65,25,90,45,60,10,1
-150,-50,-89,-15,-90,-51,1
-5,-40,-30,-80,-60,30,0
-65,25,105,75,42,18,0
24,-23,-66,-31,0,6,0
90,45,110,55,3,47,1
110,50,40,91,24,65,0
55,-185,65,-185,90,45,0
14,-3,-31,-16,40,-24,0
-12,-105,-9,64,48,-45,0
15,115,-15,95,10,22,0
22,27,45,35,55,21,0
7,25,80,10,18,15,0
40,-5,62,5,65,-5,0
40,-3,2,-3,22,7,0
0,-25,95,10,21,-12,0
52,30,5,25,59,-30,0
-10,20,2,22,24,31,0
80,5,50,5,42,20,0
65,-25,114,25,90,-4,1
32,4,86,46,86,-33,0
49,-12,-11,-32,59,2,0
-4,-45,46,-25,69,10,0
85,55,100,50,40,85,1
55,-6,60,44,15,30,0
52,40,-13,-5,3,60,0
25,35,-15,70,20,80,0
-3,-4,55,6,20,5,0
0,70,-15,5,20,-84,0
-27,-32,-49,-52,6,-73,0
-90,-25,40,15,20,-40,0
10,10,90,20,65,0,0
-15,-18,-8,1,18,38,0
-2,-5,7,45,35,20,0
59,12,74,32,51,46,0
10,50,20,-5,10,20,0
5,5,13,32,60,15,0
-34,0,66,-17,-11,58,1
51,-30,-24,-10,89,10,0
105,81,70,51,33,70,1
5,28,5,-18,5,-45,0
45,96,46,50,0,98,1
45,85,15,45,55,15,0
10,85,25,15,5,-15,0
15,45,35,45,38,-78,0
40,-15,-50,-35,50,0,0
89,50,89,50,45,57,1
-18,-50,-15,-45,14,-15,0
-17,-60,2,-40,27,0,0
10,-125,0,-10,55,-10,0
-36,-25,-55,-25,10,-29,0
15,35,43,38,30,7,0
25,40,40,25,5,40,1
50,-10,130,60,65,75,1
22,83,10,25,15,5,0
-50,51,15,30,14,-20,1
87,32,137,42,62,-65,1
-7,-2,-4,-12,0,4,0
24,15,7,-10,58,-14,1
73,45,20,10,37,35,0
30,65,5,30,30,5,0
30,55,135,75,50,20,1
65,10,5,20,70,-5,0
45,29,0,50,31,0,0
25,0,-70,-20,-45,20,0
-40,10,-18,10,33,15,0
15,-80,90,-30,35,-25,0
165,110,105,30,62,8,0
40,-50,75,15,55,0,0
15,0,60,-5,20,0,0
20,150,15,65,15,10,1
30,-21,56,-16,100,26,0
-3,-50,-5,-30,22,6,0
-85,10,15,20,52,-27,0
65,75,60,30,-30,40,0
70,-52,70,-52,20,-10,0
-33,-3,32,12,9,-15,0
60,-35,-20,-35,20,-15,0
-25,-56,40,-51,30,-73,0
-18,-33,28,3,31,-31,0
-27,20,-49,-17,12,-14,0
-59,-30,-26,-25,1,-21,0
-45,20,25,65,5,-20,1
76,51,-5,5,25,20,0
45,5,10,-20,70,20,0
-5,-5,-40,-5,20,0,0
-22,-104,-4,34,62,10,0
-27,-96,-27,-26,41,-26,0
17,60,99,60,48,51,0
19,129,-24,31,-76,2,1
5,5,5,25,40,-10,0
40,34,-30,-43,28,6,1
65,-6,-45,5,36,-5,0
-67,-27,-7,-12,19,-40,0
-20,-68,42,16,23,43,0
15,20,25,45,50,35,0
69,22,20,20,18,8,0
8,17,-37,17,12,17,0
45,-10,110,50,90,20,0
-40,-45,-5,-15,20,-35,0
62,42,97,28,96,30,1
13,-7,33,-7,43,3,0
65,25,54,-30,40,66,1
14,-3,-31,42,-43,51,0
7,0,-5,-10,42,0,0
65,21,94,0,49,11,1
45,20,-22,10,40,30,0
-30,5,25,-15,30,-15,0
25,40,10,0,10,-20,0
-30,-20,30,20,65,-30,0
0,44,10,24,102,15,0
30,-35,60,-5,95,-13,1
45,30,25,25,14,30,0
-10,-30,20,50,20,20,1
90,20,95,20,50,0,0
-10,-8,45,-8,16,15,0
25,-15,55,-10,100,15,0
23,-10,-40,25,7,20,0
40,50,94,50,90,51,1
31,5,50,0,80,26,0
75,5,20,-10,35,33,0
10,-5,-10,0,5,5,0
-34,-28,41,9,37,-20,0
-50,-15,-25,-15,20,-40,0
-15,-9,-10,-9,50,8,0
50,5,-5,-15,12,18,1
25,-5,75,5,10,50,1
15,-25,-30,-40,55,-45,0
26,46,10,30,68,30,0
15,16,33,-17,33,26,1
5,-15,15,20,10,30,0
50,-30,-30,-15,30,25,0
5,15,-29,13,8,-10,0
29,65,70,90,13,60,1
20,38,30,28,75,20,0
-40,20,35,105,15,65,0
88,-10,-13,22,93,65,0
-3,-32,0,-25,35,-51,0
33,-1,54,15,58,25,0
-5,-30,35,20,20,20,0
45,-40,60,23,77,20,0
21,40,51,70,65,38,0
60,25,10,15,32,38,0
-10,-65,-5,-45,10,-75,0
-17,-35,-17,-5,33,15,0
23,-38,1,-24,49,13,0
-21,17,-9,9,6,-10,0
47,12,87,70,75,30,0
48,22,-16,-1,1,16,0
5,5,35,10,14,0,0
18,28,63,18,31,35,0
75,19,75,19,40,36,0
27,15,53,35,65,15,0
45,70,30,30,40,5,0
42,50,18,20,25,-5,0
30,-40,95,25,50,25,1
-15,-58,43,15,20,-12,0
-24,-55,-19,-30,9,0,0
52,26,32,22,38,15,0
-20,-48,15,53,17,14,0
40,-53,-12,-55,25,-10,0
55,15,55,25,30,40,0
-45,-20,-25,0,47,-7,0
-48,-58,-48,-58,20,12,0
12,-17,34,-21,47,26,0
24,43,-12,-21,32,-2,0
10,-180,10,-180,35,50,0
20,10,0,-5,20,10,0
-25,-4,-10,-4,4,25,0
-6,3,35,10,55,23,0
0,-22,42,25,46,15,1
-27,-12,-24,-18,14,23,0
73,22,-20,30,0,30,0
-70,-20,-20,-20,5,25,1
35,25,5,25,60,0,0
-8,40,94,55,73,21,0
41,-20,33,75,2,105,0
60,-30,75,28,77,25,0
-8,-25,-26,-37,18,-22,1
68,5,-13,-15,5,8,0
35,-55,-5,30,30,-20,0
20,35,95,10,80,-80,1
20,10,125,5,35,0,0
15,20,-25,-5,13,-10,0
48,38,114,72,67,13,1
101,2,-15,-15,-22,39,0
80,49,-13,70,21,20,0
17,7,35,40,11,-75,0
41,38,-7,-24,32,-21,0
65,15,-15,35,10,-12,0
15,20,62,60,45,5,0
-18,-9,29,27,42,15,0
49,20,-63,15,18,6,1
50,-20,40,30,60,70,0
15,-15,25,-30,25,0,0
15,-5,35,45,35,10,0
35,-30,125,85,65,18,0
-60,-5,40,25,20,5,0
-25,25,70,25,15,25,0
-10,30,60,35,0,15,0
-35,-20,-25,-10,16,-26,1
24,52,14,52,-36,5,0
-10,-55,40,15,20,5,0
0,-57,-20,-57,26,-75,1
60,-20,-15,-50,5,-15,1
45,-20,-55,0,10,10,0
-14,-20,-4,10,30,20,0
-55,-8,40,-65,8,15,0
-22,-10,-60,-50,12,-50,0
-10,-15,10,10,-45,-10,0
45,65,45,25,15,50,1
65,-45,5,20,35,-10,1
11,-43,-11,3,33,-8,0
-57,10,-22,5,2,20,0
65,5,-25,5,19,11,0
55,20,-20,10,35,15,0
-60,-139,20,7,25,-13,0
45,10,15,20,67,13,0
55,65,4,36,18,22,0
55,-14,-30,-14,18,45,0
7,7,38,28,20,20,0
31,-28,9,-22,19,46,1
57,64,25,17,51,-125,0
28,48,85,49,28,12,0
-25,15,100,45,70,59,0
85,112,-17,-60,14,-180,0
53,7,45,0,51,19,1
80,85,45,45,25,30,0
60,5,30,5,36,-10,0
61,18,-37,24,2,5,1
29,10,-15,-5,0,3,0
15,35,55,50,30,10,0
-5,40,40,30,5,35,1
50,40,5,35,15,35,0
-60,20,60,45,32,3,0
-19,-77,1,-74,15,13,0
75,-37,5,80,47,19,0
85,30,60,30,-30,30,0
110,15,120,60,75,0,1
-14,-30,-55,-15,45,-21,0
13,22,-7,18,9,-5,0
42,20,75,26,57,46,1
17,13,-44,-24,7,-26,0
-68,-62,30,-20,10,10,0
-20,20,-10,30,45,15,0
5,-8,-30,-35,15,-20,0
35,-5,-30,-15,-55,30,0
-10,38,10,60,0,17,1
15,-40,25,-20,10,15,0
0,-63,-35,-33,1,-19,0
31,-10,39,-25,34,35,0
20,15,45,15,40,15,0
0,80,15,90,45,65,0
-5,0,10,0,100,25,0
29,-20,9,-25,26,10,0
-3,10,57,20,78,10,0
30,15,-10,-15,30,-20,0
-12,60,-13,60,10,-30,1
37,55,55,55,55,35,1
12,-118,-2,-88,11,-10,0
-25,-40,20,5,65,-35,0
12,0,25,-35,49,25,0
25,95,-10,-20,50,0,0
-40,-40,30,25,45,-10,0
-5,24,70,24,2,11,1
-17,-37,81,14,55,-2,0
-10,25,135,55,120,15,0
-15,-30,-70,-25,10,30,0
9,57,69,39,25,12,0
-15,61,-34,35,40,38,1
25,0,105,65,45,95,1
-50,-5,-40,5,15,-15,0
20,25,35,20,22,40,0
-8,27,34,99,10,15,0
64,86,95,45,50,45,1
-60,-35,0,25,5,-5,0
95,45,-45,5,0,48,0
-60,-20,100,15,85,-15,0
-12,-4,-32,6,7,-13,0
-5,10,15,10,22,8,0
-70,-80,-50,-10,5,-10,1
-65,-40,25,-15,-15,-45,0
58,-52,18,-22,85,45,0
45,-5,20,-30,20,40,1
-56,-160,5,-10,1,0,0
61,-46,115,4,107,39,1
84,72,19,14,40,36,1
50,10,80,15,10,25,1
20,40,0,0,10,-5,0
50,10,71,27,37,60,1
13,17,28,-19,57,9,0
105,0,59,-25,45,16,1
-15,-50,5,25,75,-35,0
40,45,5,45,83,30,0
75,60,-35,10,-45,30,1
32,27,-66,-3,9,1,0
8,-42,6,-24,35,0,0
-13,-68,-30,-60,45,11,0
30,-10,40,0,5,-35,0
35,-15,60,10,45,70,0
35,30,65,90,5,55,0
-10,-30,-60,-30,17,-17,0
63,50,23,25,29,30,0
26,9,18,2,16,25,0
8,21,7,41,40,20,0
25,11,120,60,9,5,1
20,-110,40,35,41,29,1
67,25,60,25,45,-10,0
25,3,40,3,44,20,0
-77,-27,-54,-17,15,-26,0
10,-19,-10,-35,7,15,0
63,25,22,22,58,30,0
20,7,-25,-25,5,-5,0
5,75,30,75,70,40,1
65,-5,-35,15,10,-32,0
-25,-10,-18,30,0,-5,0
86,10,31,10,20,3,0
61,65,11,0,50,20,0
-25,50,5,0,25,-115,0
45,25,25,-10,48,15,0
70,45,54,58,63,35,0
55,25,5,50,-70,-10,0
-56,-97,-8,-3,10,-6,0
35,-10,-15,-5,10,5,1
69,-67,-6,-79,18,35,0
45,60,-5,20,20,5,0
-150,-50,-89,-15,-90,-51,1
-92,-63,-39,-33,11,-33,1
16,32,30,65,30,22,1
20,0,45,25,7,15,0
-15,55,5,5,-45,15,0
39,25,0,15,1,22,0
65,30,55,-20,36,24,1
63,10,-8,35,-55,95,0
62,22,-4,1,78,36,0
15,65,5,-5,10,-25,0
-10,-19,-40,-44,2,-25,0
5,-20,12,-27,0,78,0
77,37,17,37,8,7,0
-42,-25,-31,5,8,5,0
-16,-68,-3,-10,66,-4,0
45,67,85,67,66,0,0
-9,25,5,45,60,34,0
-40,-1,-10,14,15,-22,0
47,35,-3,-10,48,45,0
35,95,25,45,70,3,0
7,-5,95,45,58,40,0
30,40,45,50,30,40,0
5,5,25,5,20,-2,0
105,65,100,5,60,-30,0
23,-52,8,-52,16,-25,1
10,-15,-19,-19,20,-15,0
25,15,15,5,85,-35,0
-40,-15,-15,-21,44,-7,0
-7,57,-22,20,1,-15,0
43,10,-22,10,90,-10,0
35,-100,95,55,60,25,1
-50,-45,-25,-30,35,5,0
65,55,38,47,65,55,1
0,30,85,10,1,48,0
17,17,-15,7,-24,20,0
55,55,58,78,9,14,1
10,65,30,10,15,5,0
45,90,20,-15,-20,15,0
23,-17,1,-16,30,13,0
95,45,20,5,-27,22,0
-12,26,43,31,29,14,0
85,50,65,-10,5,95,1
2,10,-70,10,20,-35,0
0,8,35,8,105,-30,1
44,78,8,14,64,13,0
-42,-53,57,33,43,-48,0
10,-22,20,-22,85,10,0
-20,-15,5,-15,15,-5,0
1,9,-14,-11,2,-32,0
-51,-52,-13,6,25,-17,0
-5,5,-20,5,48,-35,0
20,30,40,-30,10,10,1
-27,-115,-80,-16,13,-51,0
-24,-55,-23,-55,7,-10,0
40,6,-25,-19,30,15,0
-56,-45,-10,-40,2,-36,0
-55,-45,0,-15,20,-60,0
47,12,-15,-8,20,17,0
-19,-35,44,61,42,45,0
44,22,-21,22,82,-24,0
-15,30,130,55,100,0,0
7,-82,5,-70,20,0,0
75,10,-135,0,-65,25,0
9,16,-16,1,6,9,0
-10,-85,5,-75,9,-29,1
-85,-10,-30,0,40,-35,0
12,17,-43,17,4,-5,0
45,-27,-30,-27,20,25,0
0,10,-25,15,10,10,1
75,65,30,20,40,40,1
-12,-18,-35,1,18,7,0
58,99,23,21,-38,-16,0
-44,-60,6,5,13,-5,0
50,45,-30,-30,35,-39,0
-10,15,45,40,43,2,0
8,-5,-68,-35,30,-5,0
55,31,90,40,35,-87,0
11,2,-7,6,8,-26,0
33,15,0,5,10,45,0
17,22,28,13,6,-16,0
-10,-10,-100,-15,60,15,0
56,20,56,75,70,23,0
37,28,57,48,5,10,0
-28,-55,43,-26,40,-2,0
56,21,78,9,-75,25,0
115,60,25,30,70,5,0
45,5,66,14,22,28,1
-52,-45,-67,-15,72,-15,0
-36,-20,-20,5,-12,-17,0
0,34,55,39,29,5,0
17,37,0,20,26,-35,0
51,-8,41,2,15,24,0
0,-25,-10,-25,65,-10,0
-33,-35,18,30,30,35,0
80,30,20,70,-25,120,0
28,29,20,29,27,14,0
-38,-30,18,20,35,15,0
41,25,6,25,20,43,0
70,25,-5,0,8,50,0
83,50,15,17,68,60,0
25,-40,-10,-10,38,-5,0
90,80,70,25,25,35,0
110,-10,-110,20,115,0,0
2,40,-7,30,15,15,0
90,15,60,15,31,19,1
-27,-7,35,25,5,-1,0
85,5,55,5,45,35,0
121,24,85,14,39,37,1
15,56,65,61,15,40,0
-45,5,0,35,10,-110,0
-15,1,-23,-20,4,-53,1
50,22,-43,-18,25,12,0
132,67,-13,57,11,30,0
62,55,15,55,55,40,0
-15,-35,-10,-45,80,15,0
60,30,37,20,31,31,0
25,-10,-90,-30,25,-5,0
53,53,28,20,-13,9,0
38,10,48,40,16,45,0
30,-5,25,20,100,-15,0
-40,10,-30,-65,5,-55,0
62,9,92,37,50,-115,0
14,66,-36,51,-65,4,0
7,5,1,-41,44,-33,0
11,-36,46,-36,7,-12,0
-2,-28,10,0,25,-25,0
70,20,10,0,20,50,0
-54,-75,1,60,53,15,0
-5,-25,35,35,20,10,0
-24,-1,-26,11,5,5,0
54,-5,1,30,74,21,0
15,30,25,30,10,35,0
-20,-5,40,5,40,-10,0
-24,15,-15,-10,55,-14,0
-35,-15,41,57,32,-25,0
-17,-3,32,10,42,-26,0
-50,-20,-5,15,15,-30,0
-55,37,-5,37,6,-30,0
57,17,12,17,37,-30,0
5,25,35,75,55,-15,0
65,35,20,30,65,50,0
33,7,38,25,53,5,0
60,31,90,41,69,34,1
-10,-15,30,-30,10,-15,0
-7,3,10,-1,9,-4,0
16,0,15,10,54,-5,0
-90,-25,-45,20,5,-10,0
35,80,20,80,70,5,1
3,29,-3,29,14,35,0
26,15,26,15,53,27,0
-2,3,32,23,29,0,0
131,34,41,4,82,8,0
-20,-16,10,-16,0,-42,0
20,0,-20,0,50,10,0
-65,-72,17,12,12,-39,0
27,-25,11,-19,58,10,0
95,75,105,85,50,72,1
37,20,7,30,30,35,0
20,10,47,18,50,10,0
70,-135,80,-130,45,55,0
15,-20,-15,-35,1,-11,0
90,5,70,35,90,15,0
-25,-5,-5,-5,0,0,0
60,-20,40,5,30,60,1
-18,-36,-36,-41,12,-29,0
55,42,108,43,43,59,1
-35,30,-35,45,30,-15,0
25,-15,60,45,5,50,0
65,145,20,20,-40,30,0
0,-5,25,-10,30,-15,0
69,83,13,-4,22,44,0
35,7,-5,27,48,-20,0
70,10,25,0,35,15,0
110,21,30,11,16,52,0
20,-9,35,-50,9,-10,0
-9,13,65,85,62,22,1
8,26,-42,21,74,9,0
63,60,40,55,23,19,0
10,-10,37,15,75,-25,0
30,49,35,38,6,41,0
-89,26,51,6,37,-11,0
15,14,15,14,52,25,0
-15,-32,82,124,55,38,0
45,16,-20,-29,40,58,0
15,15,20,20,10,11,0
-8,-17,20,10,25,-51,0
-30,-82,2,-35,6,-15,0
-42,8,34,92,27,-2,0
95,40,75,-20,10,70,1
25,94,30,42,23,36,1
15,62,35,62,16,10,0
55,40,80,70,10,45,0
80,45,-12,-5,41,-36,0
90,-50,30,-15,75,20,0
-8,-13,-13,-8,26,-10,0
50,40,-25,35,-40,35,0
3,-10,-80,-60,2,-25,1
38,60,20,10,0,19,0
115,15,145,105,65,25,1
50,15,-40,-15,25,-15,1
81,19,-6,21,105,-25,0
10,-22,-45,-42,0,-30,0
-50,5,-20,-5,0,0,0
-20,-40,90,20,25,10,0
-69,-37,-73,-39,12,-37,0
-55,-50,-30,-25,30,-8,0
-40,-10,-25,-65,5,-30,0
4,-6,-7,-14,24,-5,0
6,3,44,29,64,17,0
48,-10,-25,-30,25,35,0
-10,10,55,55,35,10,0
46,-5,10,25,19,25,0
15,-5,-40,-5,35,-20,0
100,82,27,36,18,38,1
-12,50,-11,50,14,10,0
55,24,25,-6,10,6,0
-14,-15,46,15,63,20,0
35,91,70,16,5,55,0
-4,-30,11,-20,23,-9,0
45,15,35,20,38,40,0
45,45,65,65,40,-10,1
100,95,30,45,10,55,0
90,11,80,35,9,5,1
5,-17,-5,-22,69,11,0
65,33,-20,28,36,45,0
-20,-50,60,5,65,40,1
25,-28,10,-28,46,-30,0
40,-42,-35,25,37,-10,0
20,55,5,0,-30,155,0
53,5,-5,-30,-40,30,0
88,55,110,20,47,80,1
-31,30,-98,-40,28,11,1
59,-38,-2,-102,59,8,0
40,30,55,40,53,15,0
16,9,-24,-21,17,-17,0
-15,-25,60,60,70,5,0
27,61,27,55,17,38,1
35,7,35,-10,77,42,0
-90,-50,-95,-45,5,15,1
25,-95,15,-50,30,40,0
48,40,-9,3,37,11,0
50,55,60,55,59,16,0
-36,-22,-41,-35,0,-12,1
-25,-5,25,-5,23,-18,0
67,42,-16,24,33,-20,0
-25,-26,-6,0,18,-33,1
-47,-134,6,4,12,-45,0
48,14,12,-28,35,7,0
-30,40,25,40,25,35,1
59,0,23,40,68,10,0
15,-35,5,-25,40,5,0
71,29,-71,-19,55,-3,0
23,28,1,8,42,-23,1
-45,10,65,50,10,15,0
15,-10,64,30,102,30,0
-17,-18,18,-19,7,-21,0
44,29,15,14,15,22,0
42,0,15,15,20,5,0
18,12,-10,-10,41,23,0
-30,70,-67,-78,26,-30,0
18,20,7,22,10,46,0
65,45,35,70,50,-10,0
40,20,-36,3,3,5,0
-35,-8,-2,-5,29,0,0
30,20,45,25,25,20,1
2,23,24,29,96,-53,1
-15,-15,45,35,0,-12,0
-40,20,30,-15,30,-30,0
1,-98,-7,-78,12,-15,0
5,0,-40,10,30,-8,0
110,-40,-7,43,15,-1,0
78,27,60,50,39,35,0
60,60,30,-10,-15,145,0
23,47,23,47,37,27,0
70,50,74,24,20,0,1
48,-46,48,41,78,61,1
-25,15,15,35,63,-25,0
25,30,25,30,60,40,0
-5,5,-20,20,35,-15,0
25,67,-17,58,6,-1,0
5,16,65,21,23,30,1
45,20,-65,15,-80,-20,1
-22,-30,2,5,-20,-5,0
85,25,-5,75,60,28,0
13,30,50,60,20,34,0
50,55,45,45,-15,55,0
-5,-30,5,5,25,40,0
110,-65,35,-25,70,22,0
50,-10,-10,35,10,70,0
10,45,-5,15,20,-10,0
-32,-27,12,15,28,-51,0
45,20,-80,-20,20,-10,0
-16,8,-1,-65,20,-12,0
60,35,80,70,30,35,0
105,70,-17,-5,51,-21,0
27,35,-25,25,32,-75,0
3,-8,-15,-25,9,15,0
26,-5,6,-10,24,70,0
53,78,8,10,-18,26,0
-35,-34,-10,-50,79,-34,0
-35,20,10,-10,10,8,0
-20,37,45,37,36,-20,0
-63,-12,49,15,3,2,0
10,-51,0,4,20,-15,0
8,43,32,47,21,59,0
-25,-115,20,-70,0,0,0
5,10,24,-7,10,15,0
-3,-23,58,-12,59,-39,0
-17,-42,56,35,46,-8,1
-10,45,50,75,-10,5,0
1,-38,-50,37,18,20,0
60,28,115,65,45,16,0
30,0,41,17,37,25,0
75,-30,45,-50,40,20,1
-15,-5,10,-5,0,-20,0
-9,41,-43,23,-36,-33,0
-13,0,-4,5,1,-14,0
70,25,110,50,55,50,1
-25,20,-35,50,9,1,1
15,-15,-5,-10,14,-8,0
-20,-55,-45,-45,5,-40,0
51,50,36,65,60,45,0
-30,15,-50,5,2,28,0
48,43,52,47,31,49,0
55,-75,45,-30,50,60,0
-20,30,30,-15,30,-10,0
-40,-11,15,38,44,-5,0
25,20,50,10,10,-25,0
75,35,50,30,50,55,1
0,37,-12,33,7,44,0
81,45,71,28,49,66,1
31,-26,-19,-26,15,10,0
-5,-30,-55,-110,45,-20,1
10,5,9,-7,8,-5,0
11,-62,11,-42,3,14,0
45,44,25,49,30,30,0
74,37,113,49,88,32,0
45,-25,28,-5,30,37,0
35,-10,35,25,55,5,0
-7,0,50,35,22,15,0
35,-45,50,-10,35,5,0
5,30,-60,-5,0,105,0
5,10,-35,0,10,0,0
77,31,64,1,69,35,1
84,85,5,55,-14,30,0
-37,30,20,32,1,-31,0
15,-10,45,20,55,-10,0
-70,-50,-44,-4,-20,-50,1
20,-60,-65,-160,10,-40,1
125,58,138,63,30,56,1
46,36,61,-9,50,41,0
-10,-40,25,-35,75,20,0
10,7,15,12,51,10,0
-10,-50,40,10,50,-20,0
-18,-30,-23,-65,23,-50,0
-20,0,50,70,65,-10,0
54,5,45,55,25,61,0
2,35,89,35,23,36,0
-15,-29,-45,11,39,14,0
-10,35,-30,-5,27,-7,0
-25,-10,30,-45,50,10,0
-23,-53,-13,10,23,6,0
55,65,-35,-20,25,-5,0
9,-10,45,20,26,25,0
-58,11,-23,1,6,-20,0
61,30,66,35,65,38,0
4,35,48,31,19,29,0
0,5,32,13,30,18,0
10,67,60,67,26,15,0
-16,8,-2,7,-2,-8,0
93,-6,41,-16,69,38,0
-26,-90,-15,-10,1,-25,0
15,0,10,0,25,5,1
-10,-26,30,-6,10,80,0
110,25,35,35,40,10,0
85,-170,55,-170,110,55,0
70,10,-30,-50,5,25,1
4,16,90,25,31,-2,0
30,-5,-20,-15,2,8,1
44,35,4,60,0,57,0
-10,10,-90,-60,25,0,1
20,-8,13,10,20,3,0
40,60,10,55,15,15,0
-13,-10,-52,-10,-67,-20,0
18,16,12,36,43,20,0
2,-38,-43,30,23,21,0
-25,10,5,15,5,0,0
61,2,20,-15,5,50,0
-21,7,-10,-4,5,2,0
125,15,80,-30,90,-10,1
-5,10,-45,-15,13,0,0
10,-15,-20,15,20,15,0
-20,0,25,35,75,5,0
-70,-55,5,80,50,7,0
-39,30,-55,-25,15,-16,0
15,75,-105,-50,5,-20,0
72,31,54,-9,48,26,0
44,-5,30,0,10,-29,0
-11,11,9,11,13,17,0
83,45,53,-55,56,-186,0
-57,-53,27,13,23,-38,0
-45,-30,0,15,5,-20,0
30,50,-10,-80,-35,-200,0
-19,-35,-14,-20,4,-5,0
35,30,60,50,40,22,0
34,43,-5,0,15,13,0
-15,-80,-25,-80,5,-85,0
10,35,105,75,65,-12,0
5,0,75,55,5,25,0
25,-22,20,-17,14,40,1
35,40,55,45,10,30,0
-17,30,63,40,17,17,0
40,-25,154,25,85,11,1
-25,-4,10,1,13,-5,0
22,-22,88,49,43,60,0
-69,-3,10,7,25,-50,0
50,-70,-70,-50,28,-28,0
75,55,20,35,10,62,0
14,70,-4,15,29,6,0
18,29,69,28,44,41,0
-25,-19,35,20,32,0,0
8,17,16,11,19,58,0
5,-17,20,37,53,16,0
18,15,15,35,27,-5,0
18,55,-52,-15,-73,-15,0
55,20,40,30,30,60,0
15,6,45,52,20,7,0
94,8,9,8,127,14,0
50,-15,90,45,56,29,1
100,55,-10,-20,10,45,0
15,-15,-4,-4,20,-10,0
10,35,55,45,14,26,0
4,-10,17,20,23,26,1
-15,-7,10,-5,0,-35,0
-17,-62,-47,-22,3,140,0
43,30,55,15,33,84,0
0,-10,55,74,25,36,1
30,25,70,45,80,10,0
30,5,-45,0,35,35,0
20,14,-40,-56,20,-38,0
-8,30,47,30,15,19,0
70,81,92,78,10,50,0
-42,-7,-6,7,17,-37,0
35,-55,-5,30,30,-20,0
70,-51,71,-46,85,26,0
5,-5,45,15,50,-5,0
10,60,30,30,5,7,1
0,0,70,70,75,0,0
32,-13,-22,-17,36,-36,0
65,15,-36,31,33,37,0
84,38,139,75,80,28,0
30,10,27,55,63,55,0
-40,2,5,5,7,2,0
52,20,-5,-15,7,11,0
53,13,80,13,62,50,1
16,40,-49,40,14,15,0
-5,1,-27,13,37,-29,0
-47,-33,56,42,51,37,0
65,95,65,55,15,65,1
85,65,120,80,20,40,1
40,15,80,65,15,-5,0
-5,0,35,10,15,-10,0
0,25,30,25,15,30,0
9,45,46,60,44,41,1
-20,-45,-30,30,30,-20,0
34,59,39,19,14,36,0
-5,-5,90,35,42,10,0
-47,-38,38,-34,17,-31,0
16,-55,1,-5,25,18,0
75,35,60,10,10,20,1
-20,-30,95,65,60,-25,1
-10,-30,15,10,10,25,0
60,-38,7,26,33,88,0
-50,0,20,20,10,20,0
34,41,29,-49,18,-9,0
54,35,5,-10,20,27,0
50,-20,20,30,53,50,0
55,65,80,70,80,55,0
6,-25,-9,10,83,30,0
3,14,1,0,8,22,0
75,-35,-110,-15,105,-10,0
55,9,75,9,15,-3,1
55,-35,25,-45,3,2,0
20,-12,-10,-63,13,-19,0
90,10,65,10,65,40,0
14,55,-52,-37,16,-7,0
5,-110,5,-5,60,-10,0
35,-46,-35,-46,28,-26,1
-21,-4,1,26,19,-22,0
-5,-15,-35,-15,0,-25,0
55,15,-2,35,78,-1,0
49,-12,0,-26,77,-1,0
-22,-5,-7,-10,47,-3,0
-50,-20,25,-5,60,-25,0
30,71,5,61,3,30,0
-20,-50,10,45,40,0,0
40,35,15,15,30,45,0
75,17,30,26,44,47,0
95,-5,85,50,25,30,1
49,61,-36,31,1,44,0
20,-6,10,24,25,-5,0
-45,-11,0,9,7,0,0
5,-35,55,110,20,50,1
17,22,-60,-14,36,-1,0
-21,60,-1,50,-65,-33,0
100,25,15,30,53,75,0
-30,10,24,52,18,2,0
34,45,12,8,2,-1,0
50,-40,85,-90,85,-15,1
4,-30,35,40,31,30,0
68,35,70,35,5,70,0
70,15,15,-20,21,-1,1
-25,-45,-15,-25,0,-5,0
-26,-88,-38,-20,42,-14,0
-20,-80,-10,-80,25,10,0
17,27,20,15,25,11,0
15,87,-5,42,39,21,0
-9,-18,-30,-15,10,-23,0
48,-83,33,-53,70,0,0
3,-118,-7,-83,15,0,0
-12,-28,-59,-35,26,-66,0
